2025-06-22 00:14:59 [JetCacheDefaultExecutor] INFO  c.a.jetcache.support.StatInfoLogger - jetcache stat from 2025-06-21 23:59:59,879 to 2025-06-22 00:14:59,854
cache                                          |       qps|   rate|           get|           hit|          fail|        expire|avgLoadTime|maxLoadTime
goya:cache:token:captcha:graphic:              |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:_local        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:_remote       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:               |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:_local         |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:_remote        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:           |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:_local     |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:_remote    |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:                   |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:_local             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:_remote            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:                   |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:_local             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:_remote            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
-----------------------------------------------+----------+-------+--------------+--------------+--------------+--------------+-----------+-----------

2025-06-22 00:59:59 [JetCacheDefaultExecutor] INFO  c.a.jetcache.support.StatInfoLogger - jetcache stat from 2025-06-22 00:44:59,797 to 2025-06-22 00:59:59,772
cache                                          |       qps|   rate|           get|           hit|          fail|        expire|avgLoadTime|maxLoadTime
-----------------------------------------------+----------+-------+--------------+--------------+--------------+--------------+-----------+-----------
data:identity:security:permission:             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
data:identity:security:permission:_local       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
data:identity:security:permission:_remote      |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:                  |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:_local            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:_remote           |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:              |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:_local        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:_remote       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:_local |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:_remote|      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:_local  |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:_remote |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:               |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:_local         |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:_remote        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:              |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:_local        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:_remote       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:               |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:_local         |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:_remote        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:           |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:_local     |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:_remote    |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:                   |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:_local             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:_remote            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:                   |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:_local             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:_remote            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
-----------------------------------------------+----------+-------+--------------+--------------+--------------+--------------+-----------+-----------

2025-06-22 01:15:00 [JetCacheDefaultExecutor] INFO  c.a.jetcache.support.StatInfoLogger - jetcache stat from 2025-06-22 00:59:59,772 to 2025-06-22 01:15:00,095
cache                                          |       qps|   rate|           get|           hit|          fail|        expire|avgLoadTime|maxLoadTime
-----------------------------------------------+----------+-------+--------------+--------------+--------------+--------------+-----------+-----------
data:identity:security:permission:             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
data:identity:security:permission:_local       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
data:identity:security:permission:_remote      |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:                  |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:_local            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:_remote           |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:              |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:_local        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:_remote       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:_local |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:_remote|      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:_local  |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:_remote |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:               |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:_local         |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:_remote        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:              |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:_local        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:_remote       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:               |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:_local         |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:_remote        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:           |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:_local     |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:_remote    |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:                   |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:_local             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:_remote            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:                   |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:_local             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:_remote            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
-----------------------------------------------+----------+-------+--------------+--------------+--------------+--------------+-----------+-----------

2025-06-22 01:30:00 [JetCacheDefaultExecutor] INFO  c.a.jetcache.support.StatInfoLogger - jetcache stat from 2025-06-22 01:15:00,095 to 2025-06-22 01:30:00,105
cache                                          |       qps|   rate|           get|           hit|          fail|        expire|avgLoadTime|maxLoadTime
-----------------------------------------------+----------+-------+--------------+--------------+--------------+--------------+-----------+-----------
data:identity:security:permission:             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
data:identity:security:permission:_local       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
data:identity:security:permission:_remote      |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:                  |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:_local            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:_remote           |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:              |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:_local        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:_remote       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:_local |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:_remote|      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:_local  |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:_remote |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:               |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:_local         |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:_remote        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:              |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:_local        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:_remote       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:               |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:_local         |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:_remote        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:           |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:_local     |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:_remote    |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:                   |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:_local             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:_remote            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:                   |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:_local             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:_remote            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
-----------------------------------------------+----------+-------+--------------+--------------+--------------+--------------+-----------+-----------

2025-06-22 01:45:00 [JetCacheDefaultExecutor] INFO  c.a.jetcache.support.StatInfoLogger - jetcache stat from 2025-06-22 01:30:00,105 to 2025-06-22 01:45:00,203
cache                                          |       qps|   rate|           get|           hit|          fail|        expire|avgLoadTime|maxLoadTime
-----------------------------------------------+----------+-------+--------------+--------------+--------------+--------------+-----------+-----------
data:identity:security:permission:             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
data:identity:security:permission:_local       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
data:identity:security:permission:_remote      |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:                  |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:_local            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:_remote           |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:              |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:_local        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:_remote       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:_local |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:_remote|      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:_local  |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:_remote |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:               |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:_local         |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:_remote        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:              |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:_local        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:_remote       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:               |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:_local         |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:jigsaw:_remote        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:           |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:_local     |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:word_click:_remote    |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:                   |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:_local             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:idempotent:_remote            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:                   |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:_local             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:secure_key:_remote            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
-----------------------------------------------+----------+-------+--------------+--------------+--------------+--------------+-----------+-----------

2025-06-22 02:00:00 [JetCacheDefaultExecutor] INFO  c.a.jetcache.support.StatInfoLogger - jetcache stat from 2025-06-22 01:45:00,203 to 2025-06-22 02:00:00,232
cache                                          |       qps|   rate|           get|           hit|          fail|        expire|avgLoadTime|maxLoadTime
-----------------------------------------------+----------+-------+--------------+--------------+--------------+--------------+-----------+-----------
data:identity:security:permission:             |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
data:identity:security:permission:_local       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
data:identity:security:permission:_remote      |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:                  |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:_local            |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-query-results-region:_remote           |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:              |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:_local        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
default-update-timestamps-region:_remote       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:_local |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:compatible:_remote|      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:_local  |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:security:metadata:indexable:_remote |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:               |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:_local         |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:access_limited:_remote        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:              |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:_local        |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
goya:cache:token:captcha:graphic:_remote       |      0.00|  0.00%|             0|             0|             0|             0|        0.0|          0
